genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
complextro,0.66,0.648,5.0,-4.316,0.0,0.0481,0.00498,1.11e-06,0.322,0.271,128.08,4.0
piano rock,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008,4.0
alt z,0.518,0.208,10.0,-12.273,1.0,0.0363,0.855,5.15e-06,0.12,0.42,179.836,4.0
lo-fi brasileiro,0.323,0.0742,10.0,-24.299,1.0,0.0328,0.981,0.944,0.0735,0.0398,60.035,4.0
hip hop,0.445,0.532,8.0,-8.018,1.0,0.0405,0.254,0.0,0.109,0.465,128.776,4.0
dutch pop,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,3.0
chill phonk,0.479,0.82,11.0,-7.142,0.0,0.064,0.0128,0.66,0.109,0.246,138.518,4.0
bedroom pop,0.676,0.338,9.0,-7.96,1.0,0.0284,0.372,5.57e-06,0.468,0.321,92.029,4.0
classic bollywood,0.693,0.537,2.0,-13.448,1.0,0.0393,0.184,2.59e-05,0.2,0.923,142.995,4.0
british singer-songwriter,0.348,0.168,7.0,-14.805,1.0,0.0398,0.78,0.00199,0.504,0.0618,132.206,4.0
alt z,0.632,0.578,9.0,-7.657,0.0,0.0905,0.714,0.0,0.42,0.297,139.324,4.0
shimmer pop,0.564,0.778,9.0,-6.763,1.0,0.0369,0.000101,0.00682,0.0661,0.616,120.012,4.0
desi hip hop,0.746,0.651,11.0,-6.261,0.0,0.199,0.136,0.0,0.0952,0.366,176.053,4.0
italian indie pop,0.767,0.605,0.0,-6.987,1.0,0.041,0.0187,0.00251,0.359,0.285,112.112,4.0
emo rap,0.703,0.723,9.0,-5.45,0.0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,4.0
alt z,0.523,0.699,6.0,-3.84,0.0,0.0293,0.108,0.000607,0.205,0.132,74.983,4.0
anime score,0.585,0.794,8.0,-9.958,1.0,0.0682,0.118,0.812,0.0962,0.334,135.013,4.0
alt z,0.965,0.303,1.0,-10.49,1.0,0.0561,0.0524,0.00405,0.12,0.414,107.048,4.0
baroque pop,0.468,0.67,2.0,-8.052,1.0,0.0875,0.309,0.4,0.108,0.32,147.498,4.0
lo-fi jazzhop,0.65,0.286,8.0,-16.552,1.0,0.0549,0.53,0.933,0.111,0.234,156.031,4.0
australian pop,0.437,0.681,3.0,-5.178,0.0,0.0354,0.159,0.0,0.136,0.26,146.015,4.0
pop,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0
alt z,0.529,0.174,9.0,-13.751,1.0,0.0373,0.845,0.0,0.0567,0.311,136.112,4.0
canadian pop,0.571,0.873,0.0,-3.382,0.0,0.1,0.0811,0.0,0.361,0.613,139.691,4.0
indie anthem-folk,0.331,0.45,10.0,-5.362,1.0,0.034,0.365,0.00464,0.22,0.18,123.829,4.0
orchestral soundtrack,0.276,0.523,0.0,-9.919,1.0,0.0391,0.0189,0.984,0.0567,0.28,81.699,4.0
filmi,0.76,0.546,5.0,-8.048,1.0,0.0395,0.815,0.0,0.29,0.968,116.969,1.0
detroit hip hop,0.646,0.796,2.0,-6.152,1.0,0.366,0.409,0.0,0.107,0.676,83.093,4.0
alt z,0.49,0.644,10.0,-9.074,0.0,0.349,0.0631,2.87e-06,0.384,0.409,193.99,4.0
pov: indie,0.548,0.444,3.0,-9.4,1.0,0.0384,0.866,0.0,0.134,0.62,169.917,4.0
lo-fi latino,0.639,0.146,7.0,-20.574,0.0,0.0432,0.961,0.914,0.107,0.117,121.078,4.0
japanese dub,0.402,0.426,9.0,-9.554,0.0,0.0255,0.00436,0.0597,0.0857,0.0798,82.054,4.0
bedroom soul,0.813,0.415,0.0,-5.926,1.0,0.0349,0.777,0.0,0.131,0.667,91.921,4.0
bedroom soul,0.731,0.484,0.0,-5.579,1.0,0.0354,0.73,3.01e-06,0.326,0.35,92.043,4.0
lo-fi study,0.68,0.114,1.0,-23.789,0.0,0.0472,0.894,0.858,0.113,0.0786,110.009,4.0
lo-fi study,0.619,0.0936,9.0,-16.143,0.0,0.0513,0.858,0.938,0.0825,0.329,77.051,4.0
anime lo-fi,0.574,0.184,11.0,-19.535,1.0,0.0388,0.808,0.938,0.137,0.182,136.114,4.0
folk-pop,0.471,0.561,11.0,-7.068,0.0,0.03,0.0472,1.91e-06,0.122,0.215,99.808,4.0
german soundtrack,0.0681,0.00552,0.0,-36.657,1.0,0.0611,0.000225,0.573,0.116,0.0282,74.42,3.0
anime score,0.54,0.608,2.0,-8.498,1.0,0.0508,0.00182,0.76,0.106,0.0389,125.01,4.0
pop,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4.0
dancefloor dnb,0.412,0.928,2.0,-5.599,1.0,0.0493,4.33e-05,0.773,0.276,0.473,173.988,4.0
anime lo-fi,0.666,0.144,4.0,-18.412,1.0,0.0369,0.947,0.497,0.0645,0.0906,80.037,4.0
nordic house,0.498,0.689,6.0,-5.849,0.0,0.0772,0.0784,0.0,0.188,0.176,143.804,4.0
singer-songwriter pop,0.6,0.529,8.0,-6.184,1.0,0.0277,0.239,2.35e-05,0.099,0.371,134.966,4.0
j-pop,0.637,0.205,7.0,-15.144,1.0,0.0411,0.99,0.967,0.147,0.345,110.386,3.0
lo-fi chill,0.698,0.508,11.0,-6.272,1.0,0.0454,0.708,0.00278,0.319,0.555,119.999,4.0
pakistani pop,0.322,0.515,3.0,-6.908,0.0,0.0341,0.668,5.01e-06,0.0907,0.16,149.912,3.0
new french touch,0.698,0.871,2.0,-7.073,1.0,0.0469,0.221,0.0,0.298,0.79,98.003,4.0
desi pop,0.445,0.28,10.0,-12.668,1.0,0.0275,0.819,1.29e-05,0.111,0.299,104.743,4.0
dark r&b,0.552,0.582,11.0,-5.535,1.0,0.0404,0.0813,0.205,0.177,0.538,105.483,4.0
pop rap,0.707,0.591,8.0,-5.878,1.0,0.0705,0.015,0.0,0.27,0.645,149.982,4.0
glitch hop,0.675,0.568,1.0,-9.982,0.0,0.0393,0.181,0.952,0.122,0.461,146.002,4.0
anime score,0.679,0.859,4.0,-8.095,0.0,0.0556,0.00292,0.798,0.361,0.147,124.026,3.0
anime,0.282,0.428,1.0,-9.812,0.0,0.0311,0.227,0.000158,0.0897,0.0392,83.608,4.0
folk-pop,0.626,0.35,1.0,-7.03,1.0,0.0299,0.726,0.0,0.0975,0.225,72.522,4.0
boy band,0.67,0.665,8.0,-5.47,1.0,0.104,0.0293,2.19e-05,0.101,0.694,161.99,4.0
vapor twitch,0.658,0.864,9.0,-4.386,0.0,0.0367,0.0169,0.734,0.341,0.0539,120.005,4.0
traprun,0.497,0.825,8.0,-4.638,0.0,0.0821,0.0031,0.00496,0.0905,0.235,88.712,4.0
drift phonk,0.781,0.913,7.0,-1.689,1.0,0.0802,0.0348,8.58e-05,0.294,0.557,120.027,4.0
drift phonk,0.714,0.891,10.0,-2.819,0.0,0.199,2.5e-05,0.104,0.4,0.664,183.995,4.0
dark trap,0.698,0.977,9.0,-1.56,1.0,0.0822,0.0333,0.00201,0.0627,0.619,149.954,4.0
chill phonk,0.615,0.866,1.0,-4.118,1.0,0.0505,0.000922,0.142,0.111,0.499,150.063,4.0
big room,0.886,0.84,2.0,-3.386,1.0,0.0502,0.0164,0.00622,0.329,0.203,123.035,4.0
josei rap,0.844,0.706,1.0,-8.015,1.0,0.152,0.157,0.173,0.0752,0.527,150.027,4.0
pop,0.725,0.77,1.0,-6.24,1.0,0.0539,0.149,2.17e-05,0.0641,0.647,93.009,4.0
super eurobeat,0.45,0.996,4.0,-4.798,1.0,0.129,2.16e-05,0.0521,0.0772,0.51,76.521,4.0
drift phonk,0.678,0.929,9.0,-2.092,1.0,0.0837,0.0104,2.84e-05,0.308,0.592,169.996,4.0
anime,0.352,0.528,2.0,-19.93,1.0,0.0391,0.901,0.943,0.128,0.189,102.013,4.0
k-pop,0.766,0.664,9.0,-6.932,0.0,0.177,0.334,0.0,0.115,0.509,109.946,4.0
anime score,0.176,0.194,9.0,-11.904,0.0,0.0375,0.356,0.762,0.0555,0.038,61.723,4.0
anime score,0.451,0.308,0.0,-10.922,1.0,0.0362,0.794,0.945,0.0891,0.0384,119.911,4.0
anime score,0.467,0.214,9.0,-17.009,1.0,0.0335,0.417,0.835,0.0947,0.0404,119.999,4.0
alternative metal,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4.0
pop rap,0.635,0.51,0.0,-6.348,1.0,0.0344,0.308,0.0127,0.162,0.334,119.986,4.0
desi hip hop,0.678,0.449,4.0,-9.379,0.0,0.0869,0.477,0.0,0.536,0.606,100.033,4.0
desi hip hop,0.658,0.539,3.0,-7.043,1.0,0.0433,0.857,1.45e-06,0.0999,0.461,80.088,4.0
filmi,0.443,0.447,7.0,-7.895,0.0,0.0356,0.768,0.0,0.2,0.215,127.395,4.0
desi pop,0.537,0.35,2.0,-8.937,1.0,0.0248,0.838,0.0,0.108,0.318,67.018,4.0
album rock,0.489,0.724,5.0,-8.367,1.0,0.0352,0.313,0.185,0.287,0.15,117.292,4.0
album rock,0.293,0.369,5.0,-17.075,1.0,0.0425,0.408,0.62,0.118,0.221,117.652,4.0
contemporary country,0.464,0.749,1.0,-4.883,0.0,0.0291,0.00315,0.00528,0.294,0.442,153.067,4.0
album rock,0.623,0.876,11.0,-7.788,1.0,0.066,0.0189,0.0134,0.0728,0.515,124.431,4.0
stutter house,0.73,0.907,2.0,-3.72,1.0,0.0606,0.0921,0.114,0.23,0.249,120.968,4.0
edm,0.642,0.813,6.0,-4.394,0.0,0.0305,0.00147,0.761,0.363,0.202,119.965,4.0
sad lo-fi,0.681,0.255,7.0,-16.305,1.0,0.0479,0.742,0.165,0.105,0.274,119.952,4.0
australian rock,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,4.0
uk dance,0.771,0.729,4.0,-7.554,1.0,0.0372,0.313,0.00452,0.236,0.689,124.047,4.0
indie pop rap,0.636,0.648,4.0,-4.477,1.0,0.0587,0.0318,0.0,0.231,0.464,107.015,4.0
conscious hip hop,0.546,0.651,1.0,-7.601,1.0,0.3,0.000739,0.0,0.235,0.646,77.878,4.0
alt z,0.569,0.538,2.0,-9.003,1.0,0.0323,0.593,0.0,0.23,0.552,104.05,4.0
singer-songwriter pop,0.508,0.661,1.0,-3.166,0.0,0.128,0.0111,0.0,0.315,0.699,79.603,4.0
chill pop,0.758,0.666,4.0,-6.352,1.0,0.0655,0.402,3.48e-06,0.0832,0.77,100.067,4.0
k-pop,0.822,0.574,5.0,-4.02,0.0,0.0461,0.351,0.0,0.245,0.743,116.987,4.0
eurodance,0.666,0.978,11.0,-5.118,0.0,0.0925,0.0149,0.0444,0.222,0.63,139.991,4.0
minneapolis indie,0.654,0.717,4.0,-6.564,1.0,0.0416,0.089,0.00148,0.0596,0.961,159.963,4.0
alt z,0.589,0.256,3.0,-11.446,1.0,0.0369,0.949,8.61e-06,0.248,0.63,79.93,4.0
pop,0.834,0.662,5.0,-6.179,1.0,0.0407,0.522,9.07e-05,0.14,0.718,115.999,4.0
afrofuturism,0.709,0.679,9.0,-4.828,1.0,0.0588,0.808,4.61e-05,0.428,0.852,102.653,4.0
pop,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4.0
alabama indie,0.801,0.68,1.0,-7.943,1.0,0.0418,0.0894,0.288,0.337,0.895,124.983,4.0
pov: indie,0.624,0.346,11.0,-9.718,1.0,0.0631,0.635,0.0,0.115,0.241,143.439,4.0
britcore,0.701,0.961,1.0,-2.75,1.0,0.0866,0.128,1.2e-06,0.226,0.75,149.991,4.0
art pop,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,4.0
pop,0.643,0.655,6.0,-5.606,1.0,0.0242,0.0558,0.0,0.0731,0.382,130.11,4.0
french hip hop,0.796,0.496,9.0,-8.165,0.0,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,4.0
classic bollywood,0.377,0.147,6.0,-15.412,1.0,0.0401,0.897,1.71e-05,0.122,0.178,138.749,3.0
filmi,0.806,0.932,2.0,-2.228,0.0,0.0684,0.24,0.0,0.216,0.792,106.021,4.0
leeds indie,0.363,0.273,7.0,-7.964,1.0,0.0314,0.409,1.79e-05,0.282,0.114,108.819,4.0
classic bollywood,0.482,0.212,6.0,-16.491,1.0,0.0353,0.8,1.51e-06,0.159,0.615,72.749,4.0
minimal tech house,0.587,0.722,2.0,-6.983,0.0,0.0709,0.000754,0.668,0.543,0.466,121.964,4.0
dance pop,0.629,0.885,7.0,-4.508,1.0,0.0384,0.0532,0.00252,0.105,0.567,99.881,4.0
dance pop,0.719,0.844,7.0,-3.529,1.0,0.103,0.0793,0.0,0.0551,0.941,90.951,4.0
filmi,0.732,0.944,0.0,-4.115,1.0,0.09,0.209,0.0,0.401,0.957,120.02,4.0
chill out,0.508,0.125,3.0,-14.797,1.0,0.0506,0.939,0.858,0.0969,0.275,110.08,4.0
denpa-kei,0.61,0.909,2.0,-4.132,1.0,0.073,0.0866,1e-05,0.149,0.685,154.009,4.0
gaming edm,0.771,0.706,6.0,-9.089,1.0,0.256,0.0161,0.000143,0.0911,0.846,110.089,4.0
brazilian house,0.794,0.886,2.0,-3.391,1.0,0.112,0.00489,0.353,0.0911,0.367,122.987,4.0
modern rock,0.661,0.52,11.0,-8.367,0.0,0.028,0.256,0.0246,0.105,0.427,127.089,4.0
brostep,0.716,0.972,7.0,-2.302,1.0,0.196,0.0145,3.22e-05,0.317,0.576,110.026,4.0
filmi,0.657,0.489,1.0,-6.829,0.0,0.0306,0.713,0.0,0.124,0.399,116.0,4.0
desi pop,0.723,0.911,6.0,-2.656,1.0,0.0443,0.14,0.0,0.235,0.9,80.949,4.0
hands up,0.693,0.846,6.0,-8.643,0.0,0.0594,0.0267,0.337,0.404,0.365,144.981,4.0
album rock,0.548,0.691,4.0,-13.553,0.0,0.0369,0.015,0.106,0.144,0.667,137.145,4.0
anime score,0.624,0.941,7.0,-4.894,1.0,0.0527,0.0661,0.0,0.113,0.56,105.02,4.0
indian indie,0.682,0.23,2.0,-13.097,1.0,0.0324,0.897,0.000373,0.121,0.292,95.022,4.0
anime score,0.545,0.705,11.0,-5.51,0.0,0.0525,0.076,0.0024,0.445,0.226,89.939,4.0
australian pop,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,4.0
bass trap,0.725,0.854,7.0,-3.506,1.0,0.0691,0.299,4.85e-06,0.191,0.847,95.95,4.0
nu disco,0.675,0.831,9.0,-6.112,0.0,0.0413,0.000736,0.04,0.0545,0.964,128.022,4.0
alabama indie,0.63,0.636,3.0,-8.273,1.0,0.0237,0.434,0.00011,0.206,0.581,103.994,4.0
modern alternative rock,0.572,0.155,6.0,-14.405,1.0,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3.0
chamber pop,0.669,0.0809,0.0,-17.282,1.0,0.0365,0.983,0.41,0.114,0.0922,114.355,3.0
electropop,0.4,0.838,0.0,-4.491,1.0,0.0526,0.174,0.0,0.341,0.533,179.945,4.0
lo-fi jazzhop,0.681,0.417,2.0,-15.041,1.0,0.0502,0.668,0.861,0.287,0.197,153.987,4.0
modern alternative rock,0.582,0.615,0.0,-5.98,0.0,0.247,0.347,0.000182,0.103,0.354,171.907,4.0
edm,0.814,0.951,11.0,-1.981,1.0,0.0715,0.0118,0.0,0.628,0.264,104.003,4.0
k-pop,0.416,0.41,10.0,-6.146,1.0,0.0292,0.843,0.0,0.107,0.219,110.252,4.0
detroit hip hop,0.727,0.696,5.0,-4.472,0.0,0.0706,0.251,0.0,0.0726,0.467,132.077,4.0
aussietronica,0.627,0.767,6.0,-6.033,0.0,0.0973,0.017,1.51e-06,0.657,0.387,127.957,4.0
edm,0.578,0.826,0.0,-4.577,0.0,0.0796,0.0668,0.00074,0.367,0.216,117.048,4.0
australian rock,0.675,0.666,11.0,-6.067,1.0,0.027,0.0187,0.692,0.112,0.434,120.558,4.0
dance pop,0.762,0.661,1.0,-6.075,0.0,0.0687,0.15,0.0,0.256,0.769,130.009,4.0
sleep,0.102,0.0333,3.0,-34.177,1.0,0.0476,0.797,0.927,0.111,0.0591,89.605,4.0
pop,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,4.0
complextro,0.628,0.833,11.0,-4.126,0.0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,4.0
dark r&b,0.581,0.339,1.0,-9.765,0.0,0.0377,0.0766,0.0,0.111,0.147,75.002,4.0
punjabi pop,0.717,0.92,6.0,-2.878,0.0,0.0425,0.0197,0.0,0.397,0.676,129.943,4.0
icelandic indie,0.303,0.159,7.0,-14.491,0.0,0.0305,0.933,0.251,0.107,0.111,105.004,3.0
mandopop,0.369,0.424,7.0,-5.431,1.0,0.0318,0.64,0.0,0.184,0.181,179.597,4.0
alt z,0.44,0.441,6.0,-8.398,1.0,0.0748,0.792,0.0,0.105,0.343,122.666,4.0
gen z singer-songwriter,0.547,0.0562,0.0,-19.074,1.0,0.0444,0.983,3.91e-06,0.102,0.205,78.291,3.0
filmi,0.257,0.583,7.0,-8.185,1.0,0.0429,0.603,0.000289,0.146,0.217,160.127,4.0
pop,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,4.0
indie rock italiano,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,4.0
alternative metal,0.595,0.489,7.0,-6.66,1.0,0.0271,0.497,0.0,0.119,0.0902,120.315,4.0
alternative r&b,0.773,0.579,8.0,-10.109,1.0,0.0862,0.297,0.00954,0.0607,0.555,170.04,4.0
pop,0.796,0.518,11.0,-8.09,0.0,0.0516,0.0766,0.0,0.444,0.49,149.962,4.0
alt z,0.724,0.665,1.0,-5.312,0.0,0.0687,0.722,0.0,0.194,0.751,112.992,4.0
blues rock,0.353,0.865,2.0,-4.598,1.0,0.233,0.00991,0.147,0.314,0.46,164.042,4.0
alaska indie,0.598,0.466,11.0,-11.611,0.0,0.214,0.0584,0.0401,0.431,0.572,89.621,4.0
estonian electronic,0.811,0.914,11.0,-3.764,0.0,0.206,0.00322,0.00051,0.321,0.368,129.951,4.0
singer-songwriter pop,0.552,0.815,1.0,-2.61,1.0,0.0428,0.119,0.0,0.235,0.814,93.895,4.0
modern rock,0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4.0
bedroom pop,0.576,0.714,6.0,-5.247,1.0,0.0595,0.395,0.0,0.115,0.321,144.981,4.0
boy band,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,4.0
pop,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,4.0
bass trap,0.703,0.461,5.0,-10.581,0.0,0.0341,0.402,9.75e-05,0.114,0.39,99.941,4.0
folk-pop,0.677,0.55,0.0,-7.053,1.0,0.042,0.427,0.0,0.0915,0.343,99.953,4.0
scandipop,0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4.0
brostep,0.536,0.782,2.0,-3.164,0.0,0.0539,0.0498,0.00914,0.0773,0.183,150.131,4.0
post-teen pop,0.557,0.4,0.0,-8.16,1.0,0.0274,0.914,0.000897,0.107,0.348,100.205,4.0
pop,0.699,0.701,1.0,-5.577,1.0,0.0292,0.0195,7.83e-06,0.113,0.309,90.053,4.0
hip pop,0.756,0.789,2.0,-7.002,1.0,0.0324,0.53,0.000711,0.157,0.873,127.987,4.0
pop,0.773,0.617,10.0,-7.545,0.0,0.0672,0.0514,8e-06,0.11,0.551,155.026,4.0
alternative rock,0.523,0.0774,7.0,-23.594,0.0,0.0631,0.937,0.886,0.107,0.354,135.207,3.0
desi hip hop,0.704,0.563,4.0,-4.739,0.0,0.0297,0.594,0.0,0.133,0.0739,94.037,4.0
lo-fi study,0.364,0.316,2.0,-13.86,1.0,0.146,0.799,0.917,0.171,0.0381,100.019,3.0
filmi,0.66,0.926,11.0,-3.452,0.0,0.0296,0.0948,0.0,0.248,0.731,109.997,4.0
filmi,0.472,0.398,4.0,-8.962,1.0,0.0432,0.425,1.71e-05,0.117,0.261,124.171,3.0
classic bollywood,0.697,0.661,5.0,-11.588,1.0,0.0343,0.47,2.23e-05,0.298,0.856,86.542,4.0
bossbeat,0.335,0.818,0.0,-5.543,0.0,0.126,0.111,0.0,0.267,0.458,139.624,4.0
filmi,0.677,0.848,5.0,-4.584,1.0,0.0313,0.0219,0.000327,0.255,0.843,138.956,4.0
baroque pop,0.691,0.306,7.0,-9.65,1.0,0.0631,0.818,0.00798,0.0992,0.413,149.965,5.0
boy band,0.693,0.604,11.0,-5.279,1.0,0.0427,0.0668,0.0,0.114,0.651,75.014,4.0
metropopolis,0.919,0.687,9.0,-5.793,0.0,0.0774,0.0839,1.1e-05,0.052,0.675,100.997,4.0
romanian pop,0.59,0.779,3.0,-5.574,0.0,0.057,0.43,0.00119,0.102,0.551,170.209,4.0
pop,0.706,0.876,8.0,-3.587,1.0,0.167,0.397,0.0,0.0944,0.44,104.022,4.0
r&b,0.92,0.654,11.0,-3.051,0.0,0.0401,0.0236,0.0153,0.036,0.847,117.046,4.0
pop,0.786,0.323,2.0,-8.75,1.0,0.367,0.0478,0.0,0.0878,0.439,176.793,3.0
alt z,0.607,0.453,1.0,-8.129,1.0,0.0373,0.459,2.4e-05,0.0928,0.345,76.865,4.0
lo-fi beats,0.611,0.426,4.0,-17.413,1.0,0.0444,0.899,0.888,0.0912,0.579,140.021,4.0
pop rap,0.481,0.295,1.0,-13.021,0.0,0.0491,0.913,0.000367,0.173,0.354,98.049,3.0
alt z,0.755,0.529,0.0,-6.066,0.0,0.0986,0.0834,2.77e-05,0.27,0.228,112.035,4.0
antiviral pop,0.795,0.789,2.0,-5.21,1.0,0.259,0.0138,0.0,0.113,0.538,149.961,4.0
belgian edm,0.584,0.375,2.0,-10.931,0.0,0.0572,0.455,0.0,0.106,0.672,171.846,4.0
k-pop,0.449,0.491,9.0,-6.433,0.0,0.029,0.279,0.0,0.0654,0.258,139.923,4.0
german soundtrack,0.157,0.0927,2.0,-20.179,1.0,0.0379,0.587,0.779,0.111,0.0325,145.73,4.0
chutney,0.822,0.687,9.0,-8.167,1.0,0.0421,0.0593,0.0,0.0609,0.816,106.47,4.0
anime,0.686,0.586,7.0,-4.284,1.0,0.0366,0.064,0.0,0.0743,0.578,121.976,4.0
baroque,0.374,0.178,1.0,-15.758,1.0,0.0389,0.92,0.0235,0.0754,0.148,95.839,4.0
filmi,0.468,0.91,11.0,-3.057,0.0,0.051,0.12,0.000304,0.271,0.694,163.842,4.0
filmi,0.354,0.712,3.0,-6.109,0.0,0.0589,0.358,4.19e-05,0.274,0.238,93.345,4.0
classic pakistani pop,0.523,0.674,8.0,-4.832,0.0,0.0328,0.771,0.0,0.139,0.239,114.058,4.0
j-pop,0.321,0.906,11.0,-3.967,1.0,0.141,0.000439,0.0,0.0862,0.641,189.776,4.0
indie game soundtrack,0.175,0.122,11.0,-24.231,0.0,0.04,0.988,0.967,0.0819,0.0362,136.607,3.0
filmi,0.688,0.701,3.0,-7.505,1.0,0.0298,0.06,0.0301,0.271,0.385,110.019,4.0
filmi,0.603,0.708,4.0,-7.047,0.0,0.0379,0.000173,3.36e-06,0.158,0.611,105.046,4.0
filmi,0.678,0.771,6.0,-2.849,1.0,0.0266,0.0277,0.00253,0.149,0.462,105.976,4.0
irish rock,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00591,0.367,0.312,166.915,4.0
alternative metal,0.631,0.736,7.0,-6.96,0.0,0.0682,0.0336,0.0124,0.3,0.645,95.091,4.0
alternative metal,0.474,0.301,5.0,-20.233,1.0,0.0973,0.993,1.14e-05,0.545,0.962,130.985,4.0
alternative metal,0.0,0.305,11.0,-21.081,0.0,0.0,0.992,0.0,0.589,0.0,0.0,0.0
modern indie pop,0.761,0.415,1.0,-8.43,1.0,0.114,0.54,0.0,0.105,0.725,93.933,4.0
modern alternative pop,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,4.0
japanese alternative pop,0.583,0.552,9.0,-9.369,1.0,0.0348,0.675,0.241,0.146,0.375,83.924,4.0
indie pop,0.394,0.565,2.0,-7.264,1.0,0.126,0.518,1.68e-06,0.0853,0.308,90.773,4.0
singer-songwriter pop,0.617,0.38,9.0,-9.275,1.0,0.0361,0.018,0.0,0.112,0.192,116.961,4.0
alt z,0.51,0.229,6.0,-11.394,1.0,0.0352,0.86,3.03e-05,0.118,0.107,93.309,4.0
j-pop,0.595,0.83,4.0,-3.836,0.0,0.0379,0.046,0.0,0.361,0.494,139.922,4.0
rage rap,0.547,0.453,3.0,-8.779,1.0,0.0358,0.189,0.0329,0.119,0.412,73.016,4.0
nyc pop,0.677,0.454,2.0,-8.555,0.0,0.0673,0.83,8.55e-05,0.274,0.273,80.045,4.0
hyperpop,0.46,0.999,11.0,-1.307,1.0,0.325,0.112,0.0,0.245,0.779,145.911,4.0
glitchcore,0.575,0.454,3.0,-6.359,1.0,0.0283,0.241,0.0,0.102,0.0762,81.991,4.0
alt z,0.638,0.293,3.0,-11.703,1.0,0.0478,0.342,0.000624,0.448,0.488,155.083,4.0
instrumental grime,0.481,0.645,0.0,-4.985,1.0,0.0466,0.104,1.02e-06,0.232,0.398,184.841,4.0
alt z,0.773,0.437,9.0,-8.281,1.0,0.0963,0.836,2.42e-05,0.544,0.707,103.861,4.0
pop,0.637,0.853,4.0,-4.014,1.0,0.0853,0.2,0.0,0.311,0.648,162.093,4.0
alt z,0.732,0.221,6.0,-12.623,1.0,0.056,0.897,2.62e-05,0.11,0.677,105.165,4.0
bedroom r&b,0.34,0.928,1.0,-2.166,0.0,0.0745,0.0947,0.0,0.0353,0.643,94.516,4.0
sad lo-fi,0.518,0.605,5.0,-7.032,0.0,0.181,0.1,3.47e-06,0.219,0.319,79.641,4.0
alt z,0.55,0.591,1.0,-6.833,1.0,0.0377,0.00692,0.0,0.11,0.308,78.68,4.0
russian drain,0.795,0.624,7.0,-7.245,1.0,0.292,0.0131,0.0,0.102,0.693,95.018,4.0
glitchcore,0.497,0.759,9.0,-6.8,1.0,0.19,0.109,0.0,0.112,0.206,169.476,4.0
alt z,0.828,0.349,6.0,-9.96,0.0,0.17,0.647,1.57e-05,0.105,0.282,130.074,4.0
pop,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4.0
alt z,0.636,0.864,11.0,-3.919,1.0,0.0491,0.0314,0.0,0.102,0.892,160.009,4.0
pop,0.592,0.777,9.0,-5.001,1.0,0.258,0.0948,0.0,0.18,0.404,154.939,4.0
alt z,0.692,0.431,6.0,-11.884,1.0,0.0335,0.305,1.39e-05,0.132,0.327,138.925,4.0
emo rap,0.8,0.526,8.0,-5.153,1.0,0.0716,0.334,0.00174,0.0571,0.746,129.874,4.0
glitchcore,0.651,0.589,2.0,-4.844,1.0,0.0556,0.0233,0.0,0.111,0.347,81.567,4.0
emo rap,0.356,0.143,9.0,-15.148,1.0,0.0388,0.976,1.89e-05,0.111,0.334,75.522,4.0
alt z,0.765,0.663,0.0,-5.223,1.0,0.0652,0.141,0.000297,0.0924,0.686,150.091,4.0
bedroom soul,0.597,0.266,3.0,-8.973,1.0,0.028,0.805,0.0,0.128,0.352,129.981,4.0
