genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
indie pop rap,0.796,0.699,2.0,-7.029,1.0,0.101,0.294,4.74e-06,0.162,0.431,124.115,4.0
nashville singer-songwriter,0.57,0.368,0.0,-9.128,1.0,0.0329,0.0514,0.0,0.108,0.136,139.937,4.0
bedroom pop,0.399,0.491,6.0,-10.778,0.0,0.0538,0.0563,0.00089,0.11,0.151,91.066,4.0
filmi,0.599,0.135,4.0,-12.376,1.0,0.0308,0.845,2.43e-05,0.11,0.168,122.107,3.0
filmi,0.698,0.844,6.0,-4.661,1.0,0.0645,0.308,5.38e-05,0.0707,0.82,79.973,4.0
classic bollywood,0.629,0.523,7.0,-11.134,0.0,0.0362,0.519,0.000502,0.416,0.645,88.077,4.0
anime,0.507,0.972,7.0,-1.488,1.0,0.162,0.103,4.54e-06,0.319,0.856,182.119,4.0
pop r&b,0.666,0.66,11.0,-6.681,0.0,0.0249,0.398,4.58e-06,0.12,0.565,108.019,4.0
pov: indie,0.689,0.719,11.0,-3.883,1.0,0.031,0.0135,1.64e-06,0.107,0.557,121.008,4.0
folk-pop,0.579,0.418,11.0,-10.856,0.0,0.0309,0.841,0.000363,0.113,0.202,122.988,4.0
drift phonk,0.819,0.91,0.0,-6.592,1.0,0.209,0.0418,0.494,0.664,0.633,122.003,4.0
lo-fi sleep,0.532,0.12,8.0,-16.557,1.0,0.037,0.739,0.921,0.106,0.188,108.041,4.0
gym phonk,0.736,0.604,11.0,-5.448,0.0,0.133,3.26e-05,0.932,0.917,0.401,125.989,4.0
video game music,0.554,0.856,2.0,-3.257,1.0,0.294,0.153,0.0,0.106,0.44,171.924,4.0
drift phonk,0.716,0.748,8.0,-6.06,1.0,0.0356,0.235,0.849,0.114,0.338,119.918,4.0
gym phonk,0.709,0.819,11.0,-6.047,0.0,0.131,0.632,0.736,0.17,0.656,125.29,4.0
g-house,0.741,0.824,1.0,-4.855,1.0,0.0348,0.0111,0.78,0.325,0.554,120.028,4.0
speedrun,0.459,0.663,8.0,-5.939,0.0,0.1,0.0169,0.0,0.0621,0.412,176.791,4.0
aggressive phonk,0.737,0.844,8.0,-0.876,1.0,0.128,0.0556,1.09e-06,0.252,0.487,100.005,4.0
pop rap,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,5.0
eurobeat,0.509,0.862,5.0,-9.579,0.0,0.039,0.00358,0.0276,0.0659,0.894,158.526,4.0
drift phonk,0.752,0.971,7.0,-1.591,0.0,0.052,0.0393,0.63,0.0916,0.164,108.01,4.0
telugu indie,0.738,0.903,1.0,-7.528,1.0,0.253,0.383,0.0109,0.146,0.699,78.971,4.0
filmi,0.706,0.37,4.0,-10.488,1.0,0.0282,0.709,0.0,0.148,0.385,110.973,4.0
swedish pop,0.617,0.768,0.0,-6.22,1.0,0.0456,0.0245,0.0,0.169,0.384,130.0,4.0
modern rock,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,4.0
filmi,0.766,0.663,2.0,-6.422,0.0,0.0304,0.265,0.0,0.132,0.643,114.968,4.0
brostep,0.595,0.961,7.0,-3.781,1.0,0.31,0.0282,0.0,0.271,0.61,174.071,4.0
chill r&b,0.716,0.231,0.0,-14.739,1.0,0.0527,0.86,0.0393,0.112,0.231,107.049,4.0
la pop,0.381,0.234,9.0,-10.604,1.0,0.0422,0.506,0.00767,0.13,0.107,127.763,4.0
gen z singer-songwriter,0.369,0.195,2.0,-13.836,1.0,0.0369,0.935,4.62e-05,0.347,0.143,92.085,4.0
anime lo-fi,0.779,0.35,1.0,-8.725,0.0,0.0306,0.821,0.888,0.108,0.197,116.003,4.0
anime lo-fi,0.655,0.00453,1.0,-29.388,0.0,0.064,0.995,0.938,0.0794,0.359,66.678,5.0
alternative dance,0.769,0.703,8.0,-6.583,0.0,0.0368,0.000795,0.84,0.0982,0.949,113.964,4.0
filmi,0.563,0.495,2.0,-10.272,1.0,0.0362,0.781,0.0,0.0837,0.244,125.998,4.0
shanty,0.511,0.318,10.0,-4.928,1.0,0.0515,0.927,0.0,0.0485,0.659,172.543,5.0
shanty,0.631,0.669,7.0,-4.171,1.0,0.127,0.934,0.0,0.329,0.88,110.094,4.0
detroit hip hop,0.708,0.843,7.0,-2.66,1.0,0.314,0.397,0.0,0.799,0.625,148.14,4.0
east coast hip hop,0.9,0.845,11.0,-7.306,0.0,0.257,0.465,0.0,0.0724,0.914,111.187,4.0
electro house,0.677,0.632,3.0,-6.877,0.0,0.0585,0.16,0.198,0.0842,0.543,123.99,4.0
indie rock,0.492,0.779,3.0,-5.022,1.0,0.0498,0.0292,0.0,0.129,0.445,104.966,4.0
uk dance,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4.0
alternative dance,0.744,0.736,0.0,-5.662,1.0,0.171,0.0081,0.0,0.0771,0.859,138.027,4.0
pop,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4.0
sad rap,0.859,0.545,9.0,-9.39,1.0,0.248,0.853,0.0,0.0928,0.722,128.0,4.0
classical,0.361,0.0137,9.0,-29.967,1.0,0.0377,0.871,0.000432,0.0942,0.375,180.262,3.0
anime,0.404,0.901,8.0,-5.991,0.0,0.0616,0.0035,0.0,0.0924,0.715,171.948,4.0
danish pop,0.761,0.427,6.0,-12.088,1.0,0.941,0.684,0.0,0.529,0.428,62.986,3.0
dance pop,0.738,0.74,10.0,-5.844,0.0,0.0814,0.115,0.0,0.117,0.549,119.989,4.0
pop edm,0.502,0.768,0.0,-8.322,0.0,0.0693,0.173,4.54e-05,0.148,0.274,170.048,4.0
chill pop,0.79,0.531,8.0,-8.065,1.0,0.147,0.193,0.0,0.13,0.627,104.512,4.0
alt z,0.569,0.38,0.0,-10.289,1.0,0.143,0.745,0.0,0.159,0.421,117.953,4.0
alt z,0.701,0.577,0.0,-8.534,1.0,0.0828,0.563,0.000103,0.116,0.461,121.045,4.0
indie pop,0.493,0.284,2.0,-12.815,1.0,0.0309,0.953,0.00739,0.151,0.199,79.959,4.0
lilith,0.608,0.785,11.0,-5.346,0.0,0.0472,0.00173,0.0,0.0762,0.806,117.983,4.0
alt z,0.671,0.583,4.0,-6.551,0.0,0.0737,0.154,0.0,0.24,0.43,125.916,4.0
canadian contemporary r&b,0.755,0.738,8.0,-5.537,0.0,0.035,0.0138,0.0,0.137,0.467,113.022,4.0
alternative metal,0.508,0.971,8.0,-3.027,1.0,0.0788,0.00145,0.0,0.62,0.325,130.023,4.0
brostep,0.658,0.93,5.0,-2.912,0.0,0.141,0.0236,0.0,0.578,0.132,104.018,4.0
cloud rap,0.461,0.467,0.0,-7.628,1.0,0.0586,0.00766,0.0,0.11,0.167,74.686,4.0
pop,0.386,0.426,3.0,-6.642,1.0,0.0363,0.807,0.0,0.14,0.261,180.104,3.0
brostep,0.528,0.983,8.0,-3.133,1.0,0.146,0.000518,0.000324,0.18,0.141,144.981,4.0
cloud rap,0.755,0.501,11.0,-8.008,1.0,0.166,0.345,0.0,0.135,0.359,134.505,4.0
atl hip hop,0.745,0.353,1.0,-10.614,1.0,0.0983,0.174,0.00662,0.118,0.598,160.111,4.0
cloud rap,0.806,0.535,9.0,-7.196,1.0,0.0404,0.265,0.000164,0.112,0.404,80.511,4.0
modern alternative rock,0.648,0.594,11.0,-7.027,0.0,0.0293,0.114,0.0462,0.116,0.544,113.983,4.0
british soul,0.407,0.558,0.0,-13.609,1.0,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4.0
filmi,0.582,0.62,9.0,-9.689,0.0,0.0364,0.613,0.00141,0.106,0.549,89.992,4.0
melodic dubstep,0.441,0.823,11.0,-3.55,1.0,0.0836,0.118,0.000116,0.143,0.347,156.77,4.0
pop dance,0.602,0.525,7.0,-6.765,0.0,0.0504,0.81,0.0,0.0943,0.548,136.932,4.0
alt z,0.663,0.559,9.0,-7.568,0.0,0.0339,0.0825,0.0,0.111,0.359,99.966,4.0
alt z,0.679,0.61,7.0,-10.936,0.0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,4.0
pov: indie,0.504,0.708,11.0,-5.896,0.0,0.0343,0.00112,0.000424,0.788,0.51,82.009,4.0
canadian electronic,0.672,0.808,8.0,-5.541,1.0,0.0407,0.0494,0.0,0.385,0.334,119.935,4.0
rap rock,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,4.0
la pop,0.6,0.782,9.0,-3.033,0.0,0.187,0.168,0.0,0.0443,0.494,149.877,4.0
lo-fi sleep,0.494,0.163,7.0,-20.554,0.0,0.0289,0.962,0.89,0.104,0.106,77.992,4.0
edm,0.657,0.839,0.0,-5.397,1.0,0.0686,0.00602,0.00452,0.0871,0.547,120.054,4.0
filter house,0.61,0.538,9.0,-7.428,0.0,0.0319,0.0385,0.0,0.0791,0.556,92.022,4.0
dark r&b,0.5,0.429,5.0,-12.754,0.0,0.0396,0.457,0.408,0.364,0.0817,82.496,4.0
dance pop,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,4.0
lo-fi study,0.646,0.0427,2.0,-15.081,0.0,0.34,0.803,0.933,0.0966,0.161,170.017,4.0
classical,0.162,0.0898,2.0,-23.269,0.0,0.0354,0.944,0.917,0.187,0.0413,132.047,3.0
ambient worship,0.219,0.173,10.0,-14.159,1.0,0.039,0.938,0.00213,0.14,0.184,81.852,4.0
art pop,0.629,0.538,9.0,-13.242,0.0,0.0438,0.865,0.0268,0.0977,0.363,91.988,4.0
hip hop,0.653,0.828,5.0,-4.502,0.0,0.312,0.406,0.0,0.11,0.709,75.684,4.0
emo rap,0.746,0.251,11.0,-16.169,0.0,0.259,0.782,0.00203,0.106,0.18,139.999,4.0
indie game soundtrack,0.0848,0.0805,9.0,-23.849,1.0,0.0465,0.962,0.938,0.0768,0.0339,78.347,4.0
lo-fi study,0.569,0.0595,6.0,-23.604,0.0,0.0369,0.921,0.854,0.0876,0.227,128.024,4.0
alt z,0.614,0.833,0.0,-4.333,1.0,0.0708,0.108,1.37e-06,0.18,0.811,171.048,4.0
hollywood,0.684,0.619,10.0,-7.005,1.0,0.0386,0.0716,0.0,0.122,0.284,125.046,4.0
soundtrack,0.178,0.583,8.0,-12.951,1.0,0.0454,0.0129,0.817,0.0876,0.121,75.533,3.0
brazilian edm,0.645,0.887,0.0,-4.318,1.0,0.246,0.0586,0.0,0.061,0.481,123.918,4.0
brazilian edm,0.771,0.722,0.0,-4.65,1.0,0.245,0.0457,2.85e-05,0.0556,0.653,123.996,4.0
dark r&b,0.659,0.433,0.0,-6.497,0.0,0.0319,0.0456,0.0,0.276,0.299,78.056,4.0
modern rock,0.645,0.713,6.0,-5.355,1.0,0.0393,0.00835,0.0,0.113,0.566,74.989,4.0
alternative dance,0.661,0.705,7.0,-6.626,1.0,0.252,0.00986,0.00057,0.0516,0.638,114.938,4.0
post-teen pop,0.562,0.797,2.0,-5.386,1.0,0.0356,0.328,0.0,0.0752,0.296,110.049,4.0
brostep,0.636,0.802,2.0,-2.168,1.0,0.167,0.00631,4.14e-05,0.059,0.335,139.815,4.0
dance pop,0.597,0.751,6.0,-4.982,0.0,0.193,0.0104,0.0,0.0912,0.568,103.956,4.0
dance pop,0.832,0.87,8.0,-4.2,0.0,0.167,0.267,0.0,0.412,0.566,138.003,4.0
art pop,0.51,0.589,6.0,-6.388,0.0,0.0316,0.0084,0.000569,0.0958,0.25,120.055,4.0
electropop,0.717,0.734,5.0,-5.712,1.0,0.0426,0.28,0.000101,0.147,0.894,91.014,4.0
folk-pop,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,4.0
pop,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046,4.0
speedrun,0.614,0.694,10.0,-5.713,0.0,0.0932,0.254,2.63e-06,0.0733,0.578,163.942,4.0
trip hop,0.794,0.714,11.0,-4.732,0.0,0.287,0.115,5.62e-06,0.167,0.662,94.992,4.0
downtempo,0.348,0.109,5.0,-23.84,0.0,0.027,0.953,0.875,0.124,0.119,94.976,4.0
malaysian pop,0.614,0.449,5.0,-9.111,1.0,0.0429,0.733,0.00556,0.0665,0.601,81.874,4.0
anime score,0.366,0.571,2.0,-12.063,1.0,0.0565,0.0104,0.89,0.0939,0.136,155.093,3.0
modern alternative rock,0.733,0.477,2.0,-6.737,0.0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,4.0
pop,0.775,0.329,4.0,-6.962,0.0,0.034,0.838,0.0,0.108,0.252,100.034,4.0
soundtrack,0.223,0.205,7.0,-14.459,1.0,0.0387,0.839,0.905,0.119,0.0396,58.228,4.0
alternative metal,0.602,0.921,7.0,-4.633,1.0,0.0604,0.00042,0.000272,0.0983,0.545,108.692,4.0
pixel,0.459,0.581,10.0,-6.575,1.0,0.0713,0.316,0.0,0.124,0.49,176.195,4.0
la pop,0.647,0.815,1.0,-3.87,0.0,0.26,0.00598,0.0,0.0955,0.59,152.154,4.0
brostep,0.713,0.971,0.0,-1.264,1.0,0.381,0.00228,2.05e-05,0.242,0.676,128.064,4.0
dark r&b,0.681,0.504,0.0,-9.008,0.0,0.132,0.578,6.52e-05,0.12,0.576,156.145,4.0
desi pop,0.596,0.627,7.0,-6.923,1.0,0.0827,0.305,0.0,0.299,0.399,150.088,4.0
la pop,0.659,0.646,0.0,-9.066,1.0,0.0315,0.324,0.00102,0.334,0.582,139.955,4.0
alternative metal,0.616,0.91,0.0,-3.004,1.0,0.0386,0.0459,0.0,0.343,0.693,144.072,4.0
lgbtq+ hip hop,0.65,0.637,9.0,-6.195,1.0,0.0369,0.0814,0.000607,0.51,0.575,140.115,4.0
trap,0.804,0.886,1.0,-2.512,1.0,0.04,0.0837,0.0,0.266,0.789,144.946,4.0
modern alternative rock,0.562,0.542,0.0,-7.221,1.0,0.053,0.00932,0.348,0.635,0.26,78.031,4.0
icelandic indie,0.409,0.287,7.0,-12.268,0.0,0.0287,0.855,0.768,0.0887,0.177,94.307,4.0
indie anthem-folk,0.601,0.422,3.0,-8.539,1.0,0.0231,0.842,0.245,0.139,0.356,76.46,4.0
classical,0.215,0.0112,11.0,-24.684,0.0,0.0433,0.992,0.968,0.0724,0.0668,65.615,5.0
bedroom pop,0.571,0.544,6.0,-10.613,1.0,0.0299,0.453,0.00805,0.322,0.216,132.052,4.0
filmi,0.508,0.761,8.0,-5.118,0.0,0.0422,0.0933,2e-06,0.268,0.339,100.011,4.0
pov: indie,0.318,0.476,0.0,-7.108,1.0,0.0441,0.454,1.57e-05,0.503,0.0807,160.737,4.0
lo-fi study,0.639,0.235,10.0,-10.637,0.0,0.196,0.819,0.871,0.113,0.101,79.872,5.0
orchestral soundtrack,0.0833,0.00524,7.0,-36.281,1.0,0.0457,0.935,0.91,0.0818,0.0361,70.329,4.0
chill pop,0.549,0.398,0.0,-12.397,0.0,0.0332,0.343,0.0961,0.313,0.144,80.039,4.0
nashville singer-songwriter,0.401,0.323,3.0,-9.685,1.0,0.0292,0.404,3.5e-06,0.0873,0.181,80.227,4.0
filmi,0.626,0.522,8.0,-8.369,1.0,0.0307,0.841,0.00129,0.358,0.377,110.986,4.0
alternative metal,0.271,0.551,3.0,-8.46,1.0,0.0272,0.0307,0.000581,0.118,0.2,143.899,3.0
chill r&b,0.501,0.15,8.0,-15.219,1.0,0.0411,0.856,4e-05,0.134,0.222,139.937,4.0
art pop,0.749,0.873,11.0,-6.395,0.0,0.0568,0.593,0.662,0.107,0.83,103.991,4.0
melodic rap,0.769,0.719,8.0,-5.472,1.0,0.0474,0.0143,0.00777,0.359,0.863,121.955,4.0
indie pop rap,0.66,0.639,9.0,-6.61,1.0,0.0286,0.345,0.00109,0.0775,0.227,124.068,4.0
brazilian bass,0.773,0.875,7.0,-6.44,0.0,0.0417,0.0584,0.0349,0.382,0.961,122.023,4.0
album rock,0.41,0.761,4.0,-9.453,0.0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,4.0
art pop,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,4.0
modern bollywood,0.759,0.707,6.0,-6.554,0.0,0.0294,0.593,1.98e-05,0.109,0.647,105.044,4.0
filmi,0.434,0.378,8.0,-8.7,1.0,0.029,0.766,0.000136,0.115,0.291,92.982,4.0
pop,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0
brostep,0.646,0.97,5.0,-1.64,1.0,0.129,0.000244,0.00483,0.0668,0.325,140.145,4.0
bossbeat,0.55,0.883,2.0,-5.964,1.0,0.0934,0.00715,0.0,0.0924,0.417,149.991,3.0
singer-songwriter pop,0.611,0.699,9.0,-5.183,1.0,0.0365,0.117,0.0,0.0632,0.749,154.77,4.0
viral pop,0.448,0.72,7.0,-3.954,1.0,0.0332,0.0427,0.000292,0.614,0.361,157.919,3.0
piano rock,0.624,0.684,3.0,-5.507,0.0,0.0513,0.0336,0.0,0.0771,0.75,163.033,4.0
brostep,0.646,0.703,8.0,-4.154,1.0,0.0344,0.418,0.00996,0.138,0.176,108.735,3.0
alt z,0.588,0.559,6.0,-6.418,1.0,0.0696,0.274,0.0,0.0756,0.257,125.538,4.0
pop edm,0.518,0.754,8.0,-4.365,1.0,0.0472,0.36,0.0,0.11,0.221,92.953,4.0
art pop,0.459,0.276,11.0,-10.339,1.0,0.036,0.63,9.5e-05,0.104,0.128,114.169,4.0
alt z,0.674,0.413,5.0,-8.051,1.0,0.0351,0.715,6.64e-05,0.104,0.206,139.976,4.0
dance pop,0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4.0
cincinnati indie,0.513,0.847,7.0,-6.662,1.0,0.0472,0.00646,0.0,0.0835,0.338,100.981,4.0
dance pop,0.408,0.868,2.0,-4.438,0.0,0.0837,0.0082,0.0,0.151,0.387,83.469,4.0
nz hip hop,0.725,0.843,5.0,-6.453,0.0,0.206,0.438,5.67e-06,0.218,0.678,148.005,4.0
south african pop,0.601,0.375,4.0,-12.077,1.0,0.0316,0.877,0.0,0.0943,0.164,104.927,4.0
shanty,0.858,0.394,4.0,-4.705,1.0,0.0737,0.955,0.0,0.405,0.678,83.063,4.0
german soundtrack,0.472,0.112,5.0,-36.284,1.0,0.0387,0.978,0.921,0.117,0.357,96.003,5.0
art pop,0.629,0.545,10.0,-13.123,0.0,0.0546,0.719,0.00308,0.0604,0.194,108.376,4.0
pop r&b,0.724,0.269,5.0,-15.465,1.0,0.0456,0.388,0.0,0.0808,0.866,86.042,4.0
alt z,0.651,0.303,0.0,-10.607,0.0,0.0494,0.607,0.0,0.107,0.343,62.929,4.0
cloud rap,0.672,0.722,8.0,-1.876,0.0,0.0306,0.056,3.23e-05,0.0946,0.621,155.953,4.0
sad lo-fi,0.732,0.615,11.0,-6.514,1.0,0.0399,0.0592,1.64e-06,0.115,0.384,135.002,4.0
german soundtrack,0.0793,0.0301,5.0,-30.777,1.0,0.0425,0.933,0.929,0.0741,0.0256,191.413,3.0
emo rap,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,4.0
australian hip hop,0.676,0.494,2.0,-7.077,1.0,0.261,0.135,0.0,0.0995,0.756,169.685,4.0
gym phonk,0.721,0.692,7.0,-2.927,1.0,0.0414,0.000166,0.275,0.104,0.531,120.005,4.0
swedish pop,0.667,0.666,11.0,-5.789,0.0,0.0822,0.0439,0.000466,0.133,0.212,113.984,4.0
pop,0.744,0.661,9.0,-5.575,0.0,0.113,0.0446,1.03e-05,0.0678,0.606,109.197,5.0
hip hop,0.651,0.833,1.0,-3.356,1.0,0.172,0.0214,0.0,0.14,0.443,155.051,4.0
gym phonk,0.812,0.504,7.0,-6.512,1.0,0.388,0.00434,0.0151,0.717,0.701,114.995,4.0
alternative r&b,0.557,0.595,3.0,-4.759,0.0,0.0371,0.000325,8.88e-06,0.109,0.199,139.911,4.0
viral pop,0.515,0.479,3.0,-7.458,1.0,0.0261,0.544,0.00598,0.191,0.284,88.964,4.0
alt z,0.565,0.636,0.0,-8.198,1.0,0.0638,0.107,9.9e-06,0.447,0.525,170.01,4.0
trap,0.934,0.698,10.0,-10.394,0.0,0.248,0.00277,1.44e-05,0.101,0.691,98.43,4.0
chill r&b,0.649,0.461,8.0,-8.401,1.0,0.0449,0.442,0.0,0.108,0.487,141.088,4.0
super eurobeat,0.471,0.951,5.0,-6.831,0.0,0.0364,0.000888,2.48e-05,0.157,0.749,155.08,4.0
desi hip hop,0.69,0.683,5.0,-7.186,0.0,0.0968,0.076,0.000113,0.134,0.549,160.088,4.0
singer-songwriter pop,0.908,0.45,7.0,-7.174,1.0,0.314,0.0608,0.0,0.0663,0.515,108.056,4.0
japanese dance pop,0.674,0.893,10.0,-3.322,0.0,0.0556,0.0196,0.192,0.361,0.37,128.045,4.0
emo rap,0.703,0.653,11.0,-3.969,0.0,0.0376,0.0543,1.27e-05,0.345,0.414,148.02,4.0
lgbtq+ hip hop,0.637,0.715,2.0,-4.971,0.0,0.0455,0.148,0.0,0.0892,0.308,141.872,4.0
australian hip hop,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0
boy band,0.453,0.538,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973,4.0
drift phonk,0.788,0.871,6.0,-5.782,0.0,0.043,0.172,0.00164,0.115,0.401,128.195,4.0
lgbtq+ hip hop,0.551,0.636,2.0,-6.798,1.0,0.054,0.0837,4.28e-06,0.112,0.148,174.065,4.0
gym phonk,0.74,0.934,10.0,-8.178,1.0,0.0384,0.063,0.831,0.198,0.261,119.693,4.0
pop,0.782,0.495,4.0,-7.462,0.0,0.0424,0.499,0.0,0.116,0.601,130.958,4.0
desi pop,0.739,0.836,2.0,-5.155,1.0,0.0325,0.195,3.64e-06,0.197,0.677,109.011,4.0
filmi,0.462,0.457,1.0,-15.251,0.0,0.106,0.186,0.0,0.334,0.535,175.94,4.0
hard rock,0.202,0.932,5.0,-7.381,0.0,0.125,1.3e-05,0.000396,0.0823,0.413,157.33,4.0
dance pop,0.562,0.565,8.0,-5.111,1.0,0.044,0.438,0.0,0.138,0.208,89.862,4.0
aesthetic rap,0.656,0.585,11.0,-7.708,0.0,0.182,0.19,0.000152,0.211,0.56,154.055,4.0
filmi,0.65,0.479,2.0,-4.431,1.0,0.0281,0.622,0.00298,0.135,0.173,113.99,4.0
british singer-songwriter,0.393,0.309,3.0,-10.685,1.0,0.0298,0.785,0.0011,0.169,0.119,79.913,4.0
indie game soundtrack,0.233,0.0601,10.0,-24.708,1.0,0.0385,0.9,0.937,0.0724,0.0743,142.037,4.0
future bass,0.786,0.761,0.0,-2.53,1.0,0.0997,0.614,1.24e-06,0.125,0.388,139.968,4.0
pop,0.748,0.486,5.0,-8.926,1.0,0.0621,0.457,0.0,0.0762,0.355,122.025,4.0
neon pop punk,0.512,0.526,1.0,-5.44,1.0,0.0251,0.0724,0.0,0.0675,0.249,85.024,4.0
manitoba indie,0.643,0.648,8.0,-5.734,1.0,0.0428,0.0139,0.0,0.162,0.552,139.997,4.0
filmi,0.682,0.704,0.0,-9.445,1.0,0.227,0.163,0.0,0.297,0.618,139.985,4.0
modern alternative rock,0.414,0.527,4.0,-4.749,0.0,0.0287,0.00971,5.05e-05,0.145,0.306,120.009,4.0
classic bhangra,0.726,0.994,5.0,-2.433,0.0,0.0543,0.021,0.0108,0.222,0.779,129.989,4.0
anime lo-fi,0.79,0.0183,4.0,-28.659,0.0,0.0789,0.994,0.95,0.101,0.194,99.742,4.0
anime lo-fi,0.697,0.00781,4.0,-27.928,0.0,0.0529,0.985,0.962,0.0866,0.219,100.01,4.0
anime score,0.432,0.0531,4.0,-23.663,0.0,0.0549,0.989,0.873,0.107,0.58,165.584,4.0
desi pop,0.642,0.728,7.0,-6.692,1.0,0.0315,0.245,0.00238,0.101,0.411,124.983,4.0
metropopolis,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,5.0
edm,0.497,0.757,11.0,-4.189,1.0,0.127,0.0449,0.0,0.119,0.507,169.902,4.0
drift phonk,0.615,0.521,2.0,-9.488,1.0,0.0318,0.146,0.772,0.11,0.045,115.016,4.0
drift phonk,0.502,0.37,0.0,-12.129,0.0,0.0288,0.231,0.866,0.0699,0.0392,183.41,4.0
filmi,0.693,0.638,11.0,-6.715,1.0,0.0498,0.354,3.32e-06,0.0972,0.747,90.005,4.0
desi hip hop,0.706,0.674,9.0,-5.932,1.0,0.044,0.3,0.0,0.202,0.359,83.001,4.0
lo-fi study,0.81,0.23,8.0,-17.331,1.0,0.04,0.969,0.908,0.109,0.308,95.014,4.0
anime lo-fi,0.616,0.0185,5.0,-28.892,1.0,0.0887,0.995,0.969,0.112,0.331,70.003,4.0
anime lo-fi,0.719,0.0252,5.0,-27.685,1.0,0.0757,0.992,0.966,0.167,0.572,139.987,4.0
filmi,0.765,0.796,8.0,-7.095,1.0,0.0537,0.0362,5.12e-05,0.249,0.76,103.033,4.0
pop,0.693,0.835,6.0,-3.242,1.0,0.0624,0.131,0.0,0.073,0.744,128.052,4.0
easy listening,0.181,0.337,4.0,-14.125,1.0,0.0391,0.881,0.839,0.0968,0.065,89.025,3.0
alt z,0.533,0.181,8.0,-10.258,1.0,0.0453,0.891,1.11e-05,0.149,0.259,129.83,3.0
anime lo-fi,0.631,0.498,2.0,-8.702,0.0,0.0394,0.563,0.888,0.0987,0.249,140.009,4.0
anime lo-fi,0.699,0.0148,3.0,-33.153,0.0,0.104,0.996,0.975,0.104,0.465,98.032,4.0
newfoundland indie,0.712,0.622,9.0,-7.74,1.0,0.0528,0.108,2.22e-06,0.074,0.45,100.999,4.0
viral pop,0.552,0.638,1.0,-7.474,1.0,0.11,0.387,0.00014,0.374,0.332,167.834,4.0
lo-fi study,0.378,0.294,5.0,-13.917,0.0,0.0322,0.922,0.95,0.106,0.154,74.919,3.0
traprun,0.481,0.912,0.0,-1.493,1.0,0.0414,0.0705,0.0,0.154,0.11,149.951,4.0
desi hip hop,0.726,0.652,1.0,-7.764,0.0,0.11,0.00451,3.32e-05,0.226,0.803,163.879,4.0
cloud rap,0.764,0.342,6.0,-10.641,0.0,0.0633,0.886,0.000199,0.118,0.377,139.895,4.0
desi pop,0.69,0.73,5.0,-6.588,1.0,0.0307,0.122,0.0,0.346,0.776,113.969,4.0
cloud rap,0.743,0.522,2.0,-12.148,1.0,0.135,0.443,0.0633,0.132,0.0634,115.957,4.0
hip hop,0.871,0.751,6.0,-8.042,0.0,0.0788,0.00391,0.0,0.0853,0.787,139.984,4.0
canadian contemporary r&b,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4.0
alternative metal,0.441,0.815,3.0,-4.088,1.0,0.0276,0.000731,0.0,0.414,0.522,164.007,4.0
indie pop,0.377,0.44,4.0,-11.878,1.0,0.0325,0.931,0.0196,0.105,0.224,128.999,3.0
filmi,0.499,0.683,6.0,-6.373,0.0,0.0334,0.703,0.00161,0.0749,0.295,134.95,4.0
alt z,0.617,0.315,3.0,-7.998,1.0,0.0326,0.771,0.0,0.0809,0.447,119.822,3.0
lo-fi chill,0.706,0.297,3.0,-13.652,1.0,0.132,0.468,0.0,0.0725,0.123,104.049,4.0
canadian latin,0.849,0.941,8.0,-6.448,1.0,0.223,0.0269,0.00717,0.0596,0.765,134.479,4.0
pop,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,4.0
